emp_id,name,department,country,age,salary,join_date,status,email
E10087,Employee_87,Support,Australia,38,139627.95,2015-04-04,Active,emp10087@company.com
E10088,Employee_88,HR,UK,48,54242.55,2017-01-26,,emp10088@company.com
E10089,Employee_89,Marketing,Australia,59,159880.14,2020-10-03,,emp10089@company.com
E10090,Employee_90,HR,India,25,104845.04,2017-07-04,On Leave,emp10090@company.com
E10091,Employee_91,Marketing,Canada,27,178322.66,2017-04-05,,emp10091@company.com
E10092,Employee_92,Finance,Australia,55,131341.66,2019-05-09,Active,emp10092@company.com
E10093,Employee_93,Marketing,Germany,33,61931.78,2017-05-19,Inactive,emp10093@company.com
E10094,Employee_94,Engineering,UK,36,68550.24,2022-01-04,Active,
E10095,Employee_95,Sales,UK,23,68769.44,2018-10-27,Active,emp10095@company.com
E10096,Employee_96,Engineering,Germany,32,72692.49,2016-11-20,Active,emp10096@company.com
E10097,Employee_97,Marketing,India,42,64576.58,2015-10-24,On Leave,emp10097@company.com
E10098,Employee_98,Sales,USA,47,61846.04,2016-04-02,On Leave,emp10098@company.com
E10099,Employee_99,Finance,UK,27,131283.83,2023-02-21,Inactive,emp10099@company.com
E10100,Employee_100,Support,Germany,39,95587.58,2019-12-19,Active,emp10100@company.com
E10101,Employee_101,HR,UK,,91656.01,2018-01-14,,emp10101@company.com
E10102,Employee_102,HR,USA,46,87885.43,2017-01-02,Inactive,emp10102@company.com
E10103,Employee_103,Support,UK,60,141901.1,2017-06-10,Inactive,emp10103@company.com
E10104,Employee_104,Sales,USA,52,149860.99,2019-03-27,Inactive,emp10104@company.com
E10105,Employee_105,HR,Germany,45,138284.99,2018-10-13,Inactive,emp10105@company.com
E10106,Employee_106,Sales,UK,34,,2021-06-04,Inactive,emp10106@company.com
E10107,Employee_107,Support,India,56,132476.75,2016-07-20,On Leave,emp10107@company.com
E10108,Employee_108,Support,Germany,40,96732.28,2022-09-15,On Leave,emp10108@company.com
E10109,Employee_109,Engineering,Canada,50,145716.95,2017-08-13,,emp10109@company.com
E10110,Employee_110,Sales,Germany,26,108129.6,2015-11-05,Active,emp10110@company.com
E10111,Employee_111,Support,Germany,53,144048.54,2017-01-28,,emp10111@company.com
E10112,Employee_112,Finance,Australia,28,177350.57,2019-03-22,,emp10112@company.com
E10113,Employee_113,Sales,USA,60,58021.28,2022-03-09,On Leave,emp10113@company.com
E10114,Employee_114,HR,India,60,81266.24,2018-03-13,Active,emp10114@company.com
E10115,Employee_115,Marketing,Australia,45,148806.05,2023-01-21,Active,emp10115@company.com
E10116,Employee_116,HR,Canada,27,112676.68,2020-05-13,,emp10116@company.com
E10117,Employee_117,Finance,India,26,60629.63,2019-09-09,Active,emp10117@company.com
E10118,Employee_118,Finance,Australia,21,67137.44,2024-11-14,On Leave,emp10118@company.com
E10119,Employee_119,Marketing,USA,35,41609.64,2015-10-12,Active,emp10119@company.com
E10120,Employee_120,Finance,Germany,47,120418.28,2020-10-27,Inactive,emp10120@company.com
E10121,Employee_121,Sales,USA,36,100373.7,2017-11-26,Active,emp10121@company.com
E10122,Employee_122,Marketing,USA,56,121235.02,2024-09-24,,emp10122@company.com
E10123,Employee_123,Sales,USA,55,,2018-03-02,Inactive,emp10123@company.com
E10124,Employee_124,Engineering,USA,33,63930.15,2024-03-17,,emp10124@company.com
E10125,Employee_125,Marketing,Australia,51,35920.66,2022-02-24,,emp10125@company.com
E10126,Employee_126,Sales,India,37,40628.55,2019-12-02,On Leave,emp10126@company.com
E10127,Employee_127,Finance,Australia,54,77864.46,2016-09-01,Inactive,emp10127@company.com
E10128,Employee_128,Sales,Australia,31,82396.35,2020-10-08,,emp10128@company.com
E10129,Employee_129,Support,Australia,55,156758.13,2015-07-24,Active,emp10129@company.com
E10130,Employee_130,Marketing,India,58,167064.51,2015-01-04,Inactive,emp10130@company.com
E10131,Employee_131,Sales,Germany,22,,2015-12-03,Inactive,emp10131@company.com
E10132,Employee_132,Engineering,Canada,33,153836.68,2021-02-08,Active,emp10132@company.com
E10133,Employee_133,Engineering,USA,26,126572.79,2022-02-05,On Leave,emp10133@company.com
E10134,Employee_134,Support,India,42,38033.18,2019-01-23,On Leave,emp10134@company.com
E10135,Employee_135,Marketing,Canada,39,39492.3,2015-07-17,,emp10135@company.com
E10136,Employee_136,Marketing,UK,55,138586.56,2024-05-06,Active,emp10136@company.com
E10137,Employee_137,Finance,India,24,,2016-08-23,,emp10137@company.com
E10138,Employee_138,Sales,UK,53,171861.13,2018-12-08,On Leave,emp10138@company.com
E10139,Employee_139,Engineering,Australia,52,136087.96,2020-06-04,Active,emp10139@company.com
E10140,Employee_140,HR,Australia,22,78955.45,2023-09-06,,emp10140@company.com
E10141,Employee_141,Support,India,29,144398.97,2020-10-11,Active,emp10141@company.com
E10142,Employee_142,HR,Australia,41,98625.71,2024-04-05,On Leave,emp10142@company.com
E10143,Employee_143,Support,Australia,33,144436.57,2017-04-24,Inactive,emp10143@company.com
E10144,Employee_144,Finance,Germany,41,72509.78,2017-11-04,Active,emp10144@company.com
E10145,Employee_145,Sales,India,40,63447.69,2019-04-13,Active,emp10145@company.com
E10146,Employee_146,Engineering,UK,48,107570.55,2022-01-05,On Leave,emp10146@company.com
E10147,Employee_147,Support,UK,,97354.11,2018-11-24,,emp10147@company.com
E10148,Employee_148,Support,Australia,35,128023.13,2021-06-09,,emp10148@company.com
E10149,Employee_149,Engineering,UK,46,126294.13,2021-08-15,On Leave,
E10150,Employee_150,HR,Canada,32,82567.77,2021-08-04,Active,
E10151,Employee_151,Finance,India,33,49657.61,2023-04-23,,emp10151@company.com
E10152,Employee_152,Engineering,Australia,44,94500.55,2018-11-06,,emp10152@company.com
E10153,Employee_153,Engineering,Australia,43,71606.37,2021-01-01,,emp10153@company.com
E10154,Employee_154,HR,Australia,43,50842.48,2021-09-08,On Leave,emp10154@company.com
E10155,Employee_155,HR,UK,29,44989.77,2022-11-18,Inactive,emp10155@company.com
E10156,Employee_156,Sales,Germany,47,77679.64,2022-06-26,Inactive,emp10156@company.com
E10157,Employee_157,Marketing,Australia,37,133428.7,2015-12-26,,emp10157@company.com
E10158,Employee_158,Sales,Australia,51,125387.77,2020-03-10,Active,emp10158@company.com
E10159,Employee_159,Engineering,USA,41,55358.25,2024-01-22,On Leave,
E10160,Employee_160,Engineering,Australia,59,55696.22,2017-08-12,Inactive,emp10160@company.com
E10161,Employee_161,Sales,UK,31,134763.78,2023-11-27,Active,emp10161@company.com
E10162,Employee_162,HR,Australia,26,98594.99,2023-02-09,Active,emp10162@company.com
E10163,Employee_163,Sales,UK,24,166292.18,2018-08-06,,emp10163@company.com
E10164,Employee_164,Support,USA,41,116572.5,2022-06-14,On Leave,emp10164@company.com
E10165,Employee_165,Support,USA,44,39136.78,2020-02-17,Active,emp10165@company.com
E10166,Employee_166,Sales,USA,47,84097.95,2020-08-25,On Leave,emp10166@company.com
E10167,Employee_167,Sales,Germany,48,42644.44,2019-06-27,On Leave,emp10167@company.com
E10168,Employee_168,Marketing,Canada,53,64512.07,2016-06-07,,emp10168@company.com
E10169,Employee_169,Marketing,India,26,40807.41,2023-10-02,,emp10169@company.com
E10170,Employee_170,Engineering,USA,51,130412.2,2024-03-21,,emp10170@company.com
E10171,Employee_171,Support,Canada,26,131715.32,2017-02-22,,emp10171@company.com
E10172,Employee_172,Engineering,UK,21,154278.55,2023-12-09,On Leave,emp10172@company.com
E10173,Employee_173,Sales,UK,22,128055.9,2022-10-17,Active,
E10174,Employee_174,Engineering,UK,46,37048.92,2024-10-22,,emp10174@company.com
E10175,Employee_175,HR,UK,26,65780.15,2015-07-01,Inactive,
E10176,Employee_176,Support,USA,26,52595.38,2015-05-24,,emp10176@company.com
E10177,Employee_177,HR,Australia,24,143350.06,2016-05-21,Inactive,emp10177@company.com
E10178,Employee_178,HR,UK,37,42635.83,2015-01-01,Active,emp10178@company.com
E10179,Employee_179,Support,Canada,40,122017.3,2024-01-11,,emp10179@company.com
E10180,Employee_180,Finance,Australia,31,150617.31,2017-11-26,On Leave,emp10180@company.com
E10181,Employee_181,HR,UK,57,75586.53,2024-12-01,On Leave,emp10181@company.com
E10182,Employee_182,Finance,Germany,36,134299.18,2022-05-23,Inactive,
E10183,Employee_183,Marketing,Germany,58,145681.99,2019-03-26,Active,emp10183@company.com
E10184,Employee_184,Finance,India,56,167493.65,2023-02-18,On Leave,emp10184@company.com
E10185,Employee_185,HR,India,35,43346.3,2022-12-07,,emp10185@company.com
E10186,Employee_186,Finance,USA,50,112742.03,2016-04-13,On Leave,emp10186@company.com
E10187,Employee_187,Marketing,Canada,53,62426.96,2016-03-26,Inactive,emp10187@company.com
E10188,Employee_188,Marketing,Canada,46,159257.85,2015-08-12,Inactive,emp10188@company.com
E10189,Employee_189,Marketing,Australia,26,121595.8,2019-09-20,On Leave,
E10190,Employee_190,Engineering,India,57,117241.67,2019-07-04,On Leave,emp10190@company.com
E10191,Employee_191,Finance,Canada,37,84132.26,2021-02-01,Inactive,emp10191@company.com
E10192,Employee_192,Finance,Germany,50,157612.81,2024-11-13,Active,emp10192@company.com
E10193,Employee_193,Support,USA,57,48018.57,2017-08-28,,emp10193@company.com
E10194,Employee_194,Sales,Australia,23,171469.27,2023-01-27,Active,emp10194@company.com
E10195,Employee_195,Marketing,Canada,51,55995.65,2018-11-24,Active,emp10195@company.com
E10196,Employee_196,Finance,UK,27,88894.76,2016-06-16,,emp10196@company.com
E10197,Employee_197,HR,India,21,167325.09,2017-04-03,Active,emp10197@company.com
E10198,Employee_198,Marketing,Australia,49,169261.28,2015-11-03,,emp10198@company.com
E10199,Employee_199,Marketing,Germany,51,88074.65,2018-12-02,On Leave,emp10199@company.com
E10200,Employee_200,HR,Canada,49,73627.53,2018-03-01,,emp10200@company.com
E10201,Employee_201,Marketing,Germany,37,81119.69,2016-03-17,,emp10201@company.com
E10202,Employee_202,Support,India,39,144453.37,2021-05-08,On Leave,emp10202@company.com
E10203,Employee_203,Engineering,UK,31,140338.57,2017-11-01,On Leave,emp10203@company.com
E10204,Employee_204,Finance,Germany,49,,2017-06-14,On Leave,emp10204@company.com
E10205,Employee_205,HR,India,32,61118.83,2017-04-20,Inactive,emp10205@company.com
E10206,Employee_206,Engineering,Canada,38,54870.92,2024-05-07,Inactive,
E10207,Employee_207,Support,Australia,24,85408.0,2022-02-01,On Leave,emp10207@company.com
E10208,Employee_208,HR,India,38,116653.5,2015-03-23,On Leave,emp10208@company.com
E10209,Employee_209,Finance,USA,49,45344.56,2018-06-25,On Leave,emp10209@company.com
E10210,Employee_210,HR,Canada,24,50614.84,2022-09-01,,emp10210@company.com
E10211,Employee_211,Finance,India,,61447.11,2019-05-18,Active,emp10211@company.com
E10212,Employee_212,Engineering,USA,33,156413.12,2023-04-23,,emp10212@company.com
E10213,Employee_213,Marketing,USA,23,102402.58,2016-02-04,On Leave,emp10213@company.com
E10214,Employee_214,Sales,Canada,35,118062.01,2017-01-21,,emp10214@company.com
E10215,Employee_215,HR,Canada,54,,2020-06-13,Active,emp10215@company.com
E10216,Employee_216,Marketing,Australia,57,167351.77,2023-01-11,,emp10216@company.com
E10217,Employee_217,Support,Germany,48,36675.4,2023-03-03,Active,emp10217@company.com
E10218,Employee_218,Sales,Canada,35,175605.95,2015-01-02,,emp10218@company.com
E10219,Employee_219,Finance,Germany,60,113626.89,2024-02-09,Active,emp10219@company.com
E10220,Employee_220,Engineering,UK,23,79284.7,2016-01-20,Inactive,emp10220@company.com
E10221,Employee_221,Finance,Germany,58,56519.06,2023-03-10,Active,emp10221@company.com
E10222,Employee_222,Finance,Germany,26,76639.28,2024-12-19,,emp10222@company.com
E10223,Employee_223,HR,India,44,114464.31,2022-05-01,,emp10223@company.com
E10224,Employee_224,Sales,India,45,92485.88,2017-04-11,On Leave,emp10224@company.com
E10225,Employee_225,HR,Germany,34,146958.65,2023-02-20,Inactive,emp10225@company.com
E10226,Employee_226,HR,Australia,45,86346.43,2023-04-22,Active,emp10226@company.com
E10227,Employee_227,Sales,UK,43,64361.42,2023-02-24,On Leave,emp10227@company.com
E10228,Employee_228,HR,Germany,29,49986.7,2023-10-04,,emp10228@company.com
E10229,Employee_229,Finance,India,38,123063.39,2022-12-15,,emp10229@company.com
E10230,Employee_230,Marketing,Germany,54,90752.63,2015-12-28,On Leave,emp10230@company.com
E10231,Employee_231,HR,UK,55,56023.64,2024-04-03,,emp10231@company.com
E10232,Employee_232,Marketing,Germany,59,174020.67,2021-01-01,Inactive,emp10232@company.com
E10233,Employee_233,Finance,UK,55,113082.44,2023-09-24,,emp10233@company.com
E10234,Employee_234,HR,UK,59,100694.43,2016-09-08,Active,emp10234@company.com
E10235,Employee_235,Marketing,Canada,56,57361.96,2021-08-13,Inactive,emp10235@company.com
E10236,Employee_236,Finance,Canada,54,48375.2,2020-06-03,On Leave,emp10236@company.com
E10237,Employee_237,Finance,India,39,153980.42,2017-09-10,,emp10237@company.com
E10238,Employee_238,Sales,Canada,47,126364.24,2020-10-21,Active,emp10238@company.com
E10239,Employee_239,Engineering,Australia,21,135151.19,2019-07-27,Active,emp10239@company.com
E10240,Employee_240,Engineering,Australia,,115221.21,2023-09-05,On Leave,emp10240@company.com
E10241,Employee_241,HR,Canada,31,108875.77,2016-02-06,Active,emp10241@company.com
E10242,Employee_242,HR,UK,24,134261.87,2017-12-08,On Leave,emp10242@company.com
E10243,Employee_243,Sales,USA,27,172416.55,2020-04-15,Active,emp10243@company.com
E10244,Employee_244,Engineering,USA,46,174143.86,2015-10-08,,emp10244@company.com
E10245,Employee_245,Engineering,India,32,165335.83,2019-07-20,,emp10245@company.com
E10246,Employee_246,HR,USA,45,119798.93,2019-07-23,,emp10246@company.com
E10247,Employee_247,Sales,USA,43,36106.59,2021-09-12,On Leave,emp10247@company.com
E10248,Employee_248,Finance,UK,25,96230.17,2023-04-13,On Leave,emp10248@company.com
E10249,Employee_249,Marketing,Germany,23,38666.21,2018-12-05,Inactive,emp10249@company.com
E10250,Employee_250,Marketing,Canada,29,102722.66,2017-06-12,Inactive,emp10250@company.com
E10251,Employee_251,HR,UK,58,172886.16,2018-08-22,Inactive,emp10251@company.com
E10252,Employee_252,Support,Germany,49,88359.38,2021-10-17,Inactive,emp10252@company.com
E10253,Employee_253,Engineering,Australia,55,141711.06,2015-11-23,,emp10253@company.com
E10254,Employee_254,Marketing,USA,26,147539.99,2020-04-22,Inactive,emp10254@company.com
E10255,Employee_255,Engineering,Canada,53,62959.53,2016-04-10,On Leave,emp10255@company.com
E10256,Employee_256,Support,UK,46,102347.34,2019-03-01,Inactive,emp10256@company.com
E10257,Employee_257,Support,Australia,47,,2018-07-12,,emp10257@company.com
E10258,Employee_258,Engineering,India,38,141437.74,2021-01-20,Active,emp10258@company.com
E10259,Employee_259,Sales,Germany,23,126271.06,2024-04-19,Inactive,emp10259@company.com
E10260,Employee_260,Finance,Germany,57,35140.9,2015-10-20,On Leave,emp10260@company.com
E10261,Employee_261,Sales,Australia,41,167599.8,2021-12-24,Active,emp10261@company.com
E10262,Employee_262,Support,Canada,38,85610.3,2022-06-23,,emp10262@company.com
E10263,Employee_263,Support,Australia,53,136247.0,2023-03-16,,emp10263@company.com
E10264,Employee_264,Engineering,Australia,56,114228.51,2023-05-08,Inactive,emp10264@company.com
E10265,Employee_265,Sales,Germany,26,80030.15,2022-11-16,Inactive,emp10265@company.com
E10266,Employee_266,Sales,USA,49,127931.89,2017-12-05,On Leave,emp10266@company.com
E10267,Employee_267,Sales,Germany,28,145274.97,2017-10-15,Inactive,emp10267@company.com
E10268,Employee_268,HR,India,39,,2018-01-02,,emp10268@company.com
E10269,Employee_269,Marketing,India,40,51383.31,2022-08-19,On Leave,emp10269@company.com
E10270,Employee_270,Sales,Canada,21,177074.59,2016-12-23,,emp10270@company.com
E10271,Employee_271,Support,Canada,52,105809.78,2015-06-03,On Leave,emp10271@company.com
E10272,Employee_272,Support,Canada,37,46331.0,2015-07-27,Active,emp10272@company.com
E10273,Employee_273,Marketing,India,54,169372.14,2016-12-27,Inactive,emp10273@company.com
E10274,Employee_274,Finance,Germany,43,88436.23,2019-04-02,On Leave,emp10274@company.com
E10275,Employee_275,Finance,Australia,46,172015.37,2021-08-24,,emp10275@company.com
E10276,Employee_276,Marketing,Canada,26,67987.39,2022-11-13,Inactive,emp10276@company.com
E10277,Employee_277,Engineering,UK,34,35406.34,2017-05-03,,emp10277@company.com
E10278,Employee_278,Finance,Australia,42,36275.7,2017-07-10,Inactive,
E10279,Employee_279,Finance,Australia,33,113694.64,2021-09-21,,emp10279@company.com
E10280,Employee_280,HR,Canada,24,83073.56,2024-10-14,On Leave,emp10280@company.com
E10281,Employee_281,HR,Australia,40,111908.59,2018-04-22,Active,emp10281@company.com
E10282,Employee_282,Support,USA,58,119211.39,2020-09-08,,emp10282@company.com
E10283,Employee_283,HR,Germany,32,64408.95,2018-05-21,Active,emp10283@company.com
E10284,Employee_284,Finance,Australia,52,101432.47,2023-10-19,Active,emp10284@company.com
E10285,Employee_285,HR,Australia,49,107953.94,2023-02-15,Active,emp10285@company.com
E10286,Employee_286,HR,Canada,33,147372.1,2020-10-02,Inactive,emp10286@company.com
E10287,Employee_287,Engineering,Germany,59,101657.33,2017-07-03,Active,emp10287@company.com
E10288,Employee_288,Sales,Canada,43,143087.95,2015-05-04,On Leave,emp10288@company.com
E10289,Employee_289,Finance,Australia,43,41308.05,2016-06-18,On Leave,emp10289@company.com
E10290,Employee_290,Finance,USA,36,63006.46,2015-10-15,,emp10290@company.com
E10291,Employee_291,Engineering,UK,37,115365.7,2021-03-19,On Leave,emp10291@company.com
E10292,Employee_292,Finance,Australia,38,37001.1,2017-08-17,On Leave,emp10292@company.com
E10293,Employee_293,Engineering,USA,60,133529.28,2022-03-23,,emp10293@company.com
E10294,Employee_294,HR,India,60,87335.21,2019-03-19,Inactive,emp10294@company.com
E10295,Employee_295,Sales,India,50,102918.78,2020-01-11,On Leave,emp10295@company.com
E10296,Employee_296,Marketing,India,,123256.38,2017-05-13,Inactive,emp10296@company.com
E10297,Employee_297,Finance,Germany,57,173759.28,2023-02-28,Active,emp10297@company.com
E10298,Employee_298,HR,Australia,27,75829.62,2017-11-03,Inactive,emp10298@company.com
E10299,Employee_299,Marketing,Australia,36,114857.33,2020-01-23,,emp10299@company.com
E10300,Employee_300,Marketing,UK,36,179511.81,2017-04-01,Inactive,emp10300@company.com
E10301,Employee_301,Support,UK,46,78849.48,2024-02-05,Inactive,emp10301@company.com
E10302,Employee_302,Marketing,Germany,56,175043.56,2018-10-03,Active,emp10302@company.com
E10303,Employee_303,Marketing,Canada,50,147293.63,2016-08-11,,emp10303@company.com
E10304,Employee_304,Marketing,Germany,31,69350.72,2018-01-13,Active,emp10304@company.com
E10305,Employee_305,Finance,Germany,27,141413.96,2024-01-03,Inactive,emp10305@company.com
E10306,Employee_306,Finance,Germany,21,112856.22,2020-01-07,Active,emp10306@company.com
E10307,Employee_307,Support,USA,46,151055.29,2015-07-26,Inactive,emp10307@company.com
E10308,Employee_308,Support,Canada,52,92935.82,2015-01-11,,emp10308@company.com
E10309,Employee_309,Marketing,USA,42,37697.19,2017-09-25,Inactive,emp10309@company.com
E10310,Employee_310,Marketing,Germany,55,160553.6,2024-10-11,Inactive,emp10310@company.com
E10311,Employee_311,Finance,Germany,51,147518.8,2023-12-15,On Leave,emp10311@company.com
E10312,Employee_312,Marketing,Canada,38,36310.84,2016-11-26,,emp10312@company.com
E10313,Employee_313,Marketing,India,35,176967.36,2024-03-04,Active,emp10313@company.com
E10314,Employee_314,Finance,India,32,122880.77,2017-12-28,Inactive,emp10314@company.com
E10315,Employee_315,Sales,Canada,,159676.05,2020-07-15,Inactive,emp10315@company.com
E10316,Employee_316,Engineering,USA,21,128591.67,2020-01-08,,emp10316@company.com
E10317,Employee_317,HR,UK,35,,2019-12-14,Active,emp10317@company.com
E10318,Employee_318,Marketing,India,48,78276.75,2018-10-26,,emp10318@company.com
E10319,Employee_319,Marketing,India,39,35570.14,2017-06-22,Inactive,emp10319@company.com
E10320,Employee_320,HR,India,34,141648.56,2022-03-14,Active,emp10320@company.com
E10321,Employee_321,Marketing,Australia,,167341.02,2019-03-17,Inactive,emp10321@company.com
E10322,Employee_322,Engineering,India,46,84233.27,2020-01-19,,emp10322@company.com
